YCDXJICWTUHCLBCSM, YCDXJICWTUHCLBCSM
PKWCUIFXRJFYPTCNTRNWKKOWKPGPXIFRDGRNJXHUNKBJSQYOOEZIVWBPGIJEXSBQLGSS, YTFLDROGASOHYCLWCAWFTTXFTYPYGROAMPAWSGQDWTKSBZHXXNIREFKYPRSNGBKZUPBB
INADCGYEGIFOUOWCCKTND, OTGJIMEKMOLUAUCIIQZTJ
CYCQTHULJCMUXQHMHNJZLYVOSCYAFBOAMNOPIFEUPIZGRHSWXCUDVRPMEWHPMGEFYPOSLTLCYRXHE, CYCQTHULJCMUXQHMHNJZLYVOSCYAFBOAMNOPIFEUPIZGRHSWXCUDVRPMEWHPMGEFYPOSLTLCYRXHE
LEBRULMPQUEAYHYWLSKVL, ATQGJABEFJTPNWNLAHZKA
YIKVBMEQZOZNVBYZFDFRTNSDHEYRXVEZWUVLICICTHUIURBBZQDFU, EOQBHSKWFUFTBHEFLJLXZTYJNKEXDBKFCABROIOIZNAOAXHHFWJLA
KGJZGQLRMTARKFQKWZODUAKMYOWZEAVFIYWPDEJYENFCBCTGBCRBPNGFWWREJCSS, LHKAHRMSNUBSLGRLXAPEVBLNZPXAFBWGJZXQEFKZFOGDCDUHCDSCQOHGXXSFKDTT
DSVJTCDQLMUJGIUQPCLMNWGLIXAFGLLROFPMSUOEFFJWODMNBMCDGCWOCEWXYCHHUZOBWLWYWNXHJ, PEHVFOPCXYGVSUGCBOXYZISXUJMRSXXDARBYEGAQRRVIAPYZNYOPSOIAOQIJKOTTGLANIXIKIZJTV
AXOTQQABENWCHZQQHYLHSFFQHGGULEOSJLVQAONVKNBDXAB, URINKKUVYHQWBTKKBSFBMZZKBAAOFYIMDFPKUIHPEHVXRUV
QMLBWFDHPAVZCVECCFQQTYCJPYYVOMTLQLKENXSWTVRAKT, CYXNIRPTBMHLOHQOORCCFKOVBKKHAYFXCXWQZJEIFHDMWF
BPDYJESGOUNIYKYZJNRFPFISUAQCTWOUYXVCXPZKDQBHLQUWKCWQZIXXRFWOEIVMTKADQZMWHKYMORTYBBOFTUGCJOZPHTGQZYEJCCLTUKSQRKSJLVSTS, AOCXIDRFNTMHXJXYIMQEOEHRTZPBSVNTXWUBWOYJCPAGKPTVJBVPYHWWQEVNDHULSJZCPYLVGJXLNQSXAANESTFBINYOGSFPYXDIBBKSTJRPQJRIKURSR
UMEOUIBBCMWKZBMYQBJOITAFOEETLINELBPVXXVSDEOGITXZPLZZSEEXLBOHHTPLZXOOWKDVJERQTN, JBTDJXQQRBLZOQBNFQYDXIPUDTTIAXCTAQEKMMKHSTDVXIMOEAOOHTTMAQDWWIEAOMDDLZSKYTGFIC
XFEDBIBCQADQIJWBMIEYDECIOIJSMGMZMVFMGYNYFILYBYUFERAGGYOXXRTLIBOMZUPREZRPXEALLYSMRLULYPZ, LTSRPWPQEOREWXKPAWSMRSQWCWXGAUANAJTAUMBMTWZMPMITSFOUUMCLLFHZWPCANIDFSNFDLSOZZMGAFZIZMDN
RGATIFLZDFYLYVWFZVFFDJARGRXEURZDHDOEBIGFOJPIGZZLVSUVNBGDOPYDMGVRWRPOHJTOCRHUJZDSUPMQPU, KZTMBYESWYREROPYSOYYWCTKZKQXNKSWAWHXUBZYHCIBZSSEOLNOGUZWHIRWFZOKPKIHACMHVKANCSWLNIFJIN
VYNIMDORX, MPEZDUFIO
SGCCBURNHGLGIGTSXJXUUJMUQUFKYRBGXTFEWEPQKHD, HVRRQJGCWVAVXVIHMYMJJYBJFJUZNGQVMIUTLTEFZWS
DMBABFQJFMXDGABVZGNQSGMYYKZNECITSPSATMFURA, DMBABFQJFMXDGABVZGNQSGMYYKZNECITSPSATMFURA
SWWNJJEYZFLGDAGXYDAUSGZXWWWWWOXQGVKRDMKXJXQJRCORXPAPFGSEOGSRUKEDDHOJHAKKOGKAIUICLNXWTGPAZKMQJLTOZQQOJMXZFSSYOB, JNNEAAVPQWCXURXOPURLJXQONNNNNFOHXMBIUDBOAOHAITFIOGRGWXJVFXJILBVUUYFAYRBBFXBRZLZTCEONKXGRQBDHACKFQHHFADOQWJJPFS
RUOBLYCGKDAKGZWXBVBHNHCJFNAFUYW, XAUHREIMQJGQMFCDHBHNTNIPLTGLAEC
UTTHUSVEPQWPHKOPXYUGTUJXUVDYXMDCGJKBDLDVYFLAAVRWBKPIGGLTELBTKXIENCUCXOBJDPHKRVTOBUHIRNDILBHRJFQHQREFLPUNANR, LKKYLJMVGHNGYBFGOPLXKLAOLMUPODUTXABSUCUMPWCRRMINSBGZXXCKVCSKBOZVETLTOFSAUGYBIMKFSLYZIEUZCSYIAWHYHIVWCGLEREI
QCVROVDHPSHOZYOYCILKVXHZEMIVUEJYPQAKBHVOEWPODIOXDSCDMXLWKFSLROAUAPTLAAEIQWEOJVLLNIYJUHJIDRIZBKUVRVWEWIMDYLFUFXLG, IUNJGNVZHKZGRQGQUADCNPZRWEANMWBQHISCTZNGWOHGVAGPVKUVEPDOCXKDJGSMSHLDSSWAIOWGBNDDFAQBMZBAVJARTCMNJNOWOAEVQDXMXPDY
KBQQOTVIBHYAJNZBAUMWAWROLLTGJPWNDRULBWXLZMFRWHFBBQDHVIMBMS, OFUUSXZMFLCENRDFEYQAEAVSPPXKNTARHVYPFABPDQJVALJFFUHLZMQFQW
AWQKLCHC, CYSMNEJE
RJUACMRK, UMXDFPUN
TCISMHEZUXXLIWJDNZZLIVXQMPMPYUMFCLHTTDKISZGKUHKSVDNVUROFVFXFNHQNVHJIQTOG, FOUEYTQLGJJXUIVPZLLXUHJCYBYBKGYROXTFFPWUELSWGTWEHPZHGDARHRJRZTCZHTVUCFAS
KBQ, BSH
KNENODN, HKBKLAK
LTQJKZNIYH, QYVOPESNDM
HXOTRGZMBRKJUMTALDYYDTNMKJBZIL, RHYDBQJWLBUTEWDKVNIINDXWUTLJSV
JKETWPAGEHCDHSXIIMXNTRRBK, GHBQTMXDBEZAEPUFFJUKQOOYH
KBRTTHEDDPJSJQRCYVHCWEEFQAQUHHTRZPRCODHWZARKSJOOWGGNFCURTSHDRIWQXRYMJEKGODTGBFQYOBRIXGAJAOPKBCWQMLJL, NEUWWKHGGSMVMTUFBYKFZHHITDTXKKWUCSUFRGKZCDUNVMRRZJJQIFXUWVKGULZTAUBPMHNJRGWJEITBREULAJDMDRSNEFZTPOMO
OJOUAMJUHEWAGVPFELMHLUFTMHUHFWEZKUTGY, JEJPVHEPCZRVBQKAZGHCGPAOHCPCARZUFPOBT
XNQOFNUWYUNBVAWNENDVDENUBQVDURKVHIWZWZCOVCMOVPXNEEEQIEHJWYUHDUIODGKUYQVEAMBNWNOMKPDYIRBRIWKDDF, FVYWNVCEGCVJDIEVMVLDLMVCJYDLCZSDPQEHEHKWDKUWDXFVMMMYQMPREGCPLCQWLOSCGYDMIUJVEVWUSXLGQZJZQESLLN
ILNPBPSCPJERGVAQYDAWBWOCZLIKRXRXHHJPJVMCGFIAMLDEUMZAOPCVQ, EHJLXLOYLFANCRWMUZWSXSKYVHEGNTNTDDFLFRIYCBEWIHZAQIVWKLYRM
NLKSXBBIUECWFDBTTADY, CAZHMQQXJTRLUSQIIPSN
BZZPJSKVEEDMZITAJUQVXLODAYHFLIAWZLSZGISJVUVYEHXMKHGSVNZCGJMKJBJUNZTRCUTJWMPABZZPYCYSISKBGFBVTVUS, WUUKENFQZZYHUDOVEPLQSGJYVTCAGDVRUGNUBDNEQPQTZCSHFCBNQIUXBEHFEWEPIUOMXPOERHKVWUUKTXTNDNFWBAWQOQPN
FMKGOBAZHNVFFWDWPVWLYVBQZXWDFZINFFEHPEMVYKCJGWUCPVQACKINZOKHQKBMKFXVLCCFRTAOADOVQMBZLEZGWWJMHTWAIGZHKDTPNPBUVWZELANZWOVQBKBMFOM, QXVRZMLKSYGQQHOHAGHWJGMBKIHOQKTYQQPSAPXGJVNURHFNAGBLNVTYKZVSBVMXVQIGWNNQCELZLOZGBXMKWPKRHHUXSEHLTRKSVOEAYAMFGHKPWLYKHZGBMVMXQZX
YQVWZQQIXXBYFTX, SKPQTKKCRRVSZNR
BVPVDPEKUUGLRMFYWYNVWDXUGDDFWMVXQTFYRCFLVGHPXSGEY, SMGMUGVBLLXCIDWPNPEMNUOLXUUWNDMOHKWPITWCMXYGOJXVP
EMRRZJAJMYNSDQIAHVRGJDNPCOTOCJNVPTRYLIPZARMKEDJRUDUMNSPVQKBSSNBGVOTPKOZSFUAKVRKFOGAJGUSYYDPUDZALTGQCZRDVEBOTKH, IQVVDNENQCRWHUMELZVKNHRTGSXSGNRZTXVCPMTDEVQOIHNVYHYQRWTZUOFWWRFKZSXTOSDWJYEOZVOJSKENKYWCCHTYHDEPXKUGDVHZIFSXOL
NSEQFUVCXOSAQYFDECLTVROQFLDVUZDHPUOUESYOBZGDTNHYHRAAPRVTVMC, XCOAPEFMHYCKAIPNOMVDFBYAPVNFEJNRZEYEOCIYLJQNDXRIRBKKZBFDFWM
BNZVNIZGUDKDSZWISWXGBOJXXUBMFCDXDFVHVAPJICXWLOMFPQNRTWWJEBPWUMHURKQOKG, UGSOGBSZNWDWLSPBLPQZUHCQQNUFYVWQWYOAOTICBVQPEHFYIJGKMPPCXUIPNFANKDJHDZ
LSRDZGVGMTFZMQUMLLUKFACOSOKYSHYQHUYPUNPQVGTDZPKDTLQCLEWGWIECMSGA, HONZVCRCIPBVIMQIHHQGBWYKOKGUODUMDQULQJLMRCPZVLGZPHMYHASCSEAYIOCW
RWKTGOVANSXCOQJFGMUUEGM, UZNWJRYDQVAFRTMIJPXXHJP
BZPRVGNDWVWPPFBZRRUGEDHWPYCJRJKUXGMWVCZRFQCVQBGUKNEKATEHMCTUZZJJSCDKZAIRUJCFLGMBOKNQUQIVTGAKNWMLTNDSOEUN, RPFHLWDTMLMFFVRPHHKWUTXMFOSZHZAKNWCMLSPHVGSLGRWKADUAQJUXCSJKPPZZISTAPQYHKZSVBWCREADGKGYLJWQADMCBJDTIEUKD
QQKGNTZDUWICCSSHOWVJEPSBXVMIITZJGEUUOSIUYBAPWIIAHSBEUKHASHYWXOEXPUOTTGBTUSIBLAUAGPMDRCOHGAKSUUOKIHVRNOYQGEBFCAS, YYSOVBHLCEQKKAAPWEDRMXAJFDUQQBHROMCCWAQCGJIXEQQIPAJMCSPIAPGEFWMFXCWBBOJBCAQJTICIOXULZKWPOISACCWSQPDZVWGYOMJNKIA
PXZNQXUMVPJUZEVYLPWLGVSWJDXDKT, DLNBELIAJDXINSJMZDKZUJGKXRLRYH
QNIZVIJOBZXKNTMKDMTLMNRLZQPTWXWWDWBWZEFJNGVSBRWQJWHIMBGQMQRZLIBKONFVQXERCPFWAZDNLLS, DAVMIVWBOMKXAGZXQZGYZAEYMDCGJKJJQJOJMRSWATIFOEJDWJUVZOTDZDEMYVOXBASIDKREPCSJNMQAYYF
IIBQYKVO, FFYNVHSL
NWIZFAXBEANLOTFKHLJUORPZBDHMNCXVDUUGNGYBTSEVLL, SBNEKFCGJFSQTYKPMQOZTWUEGIMRSHCAIZZLSLDGYXJAQQ
DQGEDWJOOJSQKHCIKRUTPOWESNVZZWSKDIWLBMTOL, HUKIHANSSNWUOLGMOVYXTSAIWRZDDAWOHMAPFQXSP
VMBQIDMBKMQFNQZBLRWHIUZLFPMZZVOONHLDRRQCYQZBQWVAQNQTJJITGJCSUBZVHDCHPLASYSJAQKENZKPUJNQFYYJVFOPABIJBXWTCFSLHFFUAPIBFQWCKLTMAEK, FWLASNWLUWAPXAJLVBGRSEJVPZWJJFYYXRVNBBAMIAJLAGFKAXADTTSDQTMCELJFRNMRZVKCICTKAUOXJUZETXAPIITFPYZKLSTLHGDMPCVRPPEKZSLPAGMUVDWKOU
MMGTQYOREKHJHTNFOPLDUXYMAWWCPFITPWENAITMVHWPHPYPHXKGQTWQYSLTRRQDVAWMVXRICHPNZCBNTFSTMVSIDSRDKHPABLB, QQKXUCSVIOLNLXRJSTPHYBCQEAAGTJMXTAIREMXQZLATLTCTLBOKUXAUCWPXVVUHZEAQZBVMGLTRDGFRXJWXQZWMHWVHOLTEFPF
BCHQEBIRTAQHCUNXUCBYKHRQUCRTLOWPROUCVWPMAGCQZJANNIOWTKWLXGFQPACAYWSXAYEOECOLTTXTKNDPNTAHKFMBTDYRSRTJ, HINWKHOXZGWNIATDAIHEQNXWAIXZRUCVXUAIBCVSGMIWFPGTTOUCZQCRDMLWVGIGECYDGEKUKIURZZDZQTJVTZGNQLSHZJEXYXZP
FZPXCAOYUIOBFRTCWNKWXSQNFCDGMIKSGLEDDPVGJAQEDPQJMH, TNDLQOCMIWCPTFHQKBYKLGEBTQRUAWYGUZSRRDJUXOESRDEXAV
OCRYCSGELUMOTSQEDZZWTPEQCSLIYFDXAVBOHFBTRHBEGJDDHNYOGXFR, HVKRVLZXENFHMLJXWSSPMIXJVLEBRYWQTOUHAYUMKAUXZCWWAGRHZQYK
TWMPSZYCDTZWZKYZSKFMFCQJBTSGNBCPGLIDHOKARFGJSRADEXMQZBCYSRJBDERNTYJLEITRBJZPHQSLWOZFKERPKPFLVRWHOFWCZKROCZGO, EHXADKJNOEKHKVJKDVQXQNBUMEDRYMNARWTOSZVLCQRUDCLOPIXBKMNJDCUMOPCYEJUWPTECMUKASBDWHZKQVPCAVAQWGCHSZQHNKVCZNKRZ
OYWZFEKKQNBZRFXVAFHQUMSTNDLXWEOGYWYUBLRFTTEBCFYROYNYZYUAGCLAGRWYQMTHAHOYITZAKQOTVIVKENEELGJAGEZUBBEOAYVKIUJKLRSCLJXTWEPLS, YIGJPOUUAXLJBPHFKPRAEWCDXNVHGOYQIGIELVBPDDOLMPIBYIXIJIEKQMVKQBGIAWDRKRYISDJKUAYDFSFUOXOOVQTKQOJELLOYKIFUSETUVBCMVTHDGOZVC
UOZZGWNVTMKOGBWRTVSJAVWIZDWMXPHSVQZPEPLJGTQM, EYJJQGXFDWUYQLGBDFCTKFGSJNGWHZRCFAJZOZVTQDAW
URLAVJOHWBLVWZMLVZYLJFMRXAUWUGVMDIBBWGEGYQLFMJKQXPMDDMBKCEYYUGNQZR, ROIXSGLETYISTWJISWVIGCJOUXRTRDSJAFYYTDBDVNICJGHNUMJAAJYHZBVVRDKNWO
YNINEWNREUEMVTCAPITGNNQLEZD, JYTYPHYCPFPXGENLATERYYBWPKO
YSIWXS, DXNBCX
EBNOINAAQKFNCAQMIPMLLNHXHYJZGQHNOXJORKPPMWBUTBGJWEEUHTDI, QNZAUZMMCWRZOMCYUBYXXZTJTKVLSCTZAJVADWBBYINGFNSVIQQGTFPU
HWXNDHAQGGZPMLVNWFBHPCZLRHJEIPZOKKIWJLKEXYIUTIJGMMK, DSTJZDWMCCVLIHRJSBXDLYVHNDFAELVKGGESFHGATUEQPEFCIIG
VLBABRWXEJCVREUTSFDTMSEUNIOTLPMBGNNDBKYPYDGNDBCPYGHYRYBRMOFNTVVYRJTHUUUOGRMROYXLJFRVDHQGI, FVLKLBGHOTMFBOEDCPNDWCOEXSYDVZWLQXXNLUIZINQXNLMZIQRIBILBWYPXDFFIBTDREEEYQBWBYIHVTPBFNRAQS
KFLODXPXWYHTTDUGJQJJUKGLGDAIBKKOXYYQJTUCDQPRMABGNHGLFTYKZVMGXJNWINCGFOPSIFLBPKBCABUYZBFJZYAZQGGKV, VQWZOIAIHJSEEOFRUBUUFVRWROLTMVVZIJJBUEFNOBACXLMRYSRWQEJVKGXRIUYHTYNRQZADTQWMAVMNLMFJKMQUKJLKBRRVG
GRWAMCWOZMJHMMCDCBUBUSAMCHQAJSTHGIEGJKYYPFFMVESNAKLHKSLEOYNXGAQCVLZFNVAVLOVYXLKYIRCRGSZZPLYNQVQVYKWTNRWAUKWAWNCAGTRISIV, JUZDPFZRCPMKPPFGFEXEXVDPFKTDMVWKJLHJMNBBSIIPYHVQDNOKNVOHRBQAJDTFYOCIQYDYORYBAONBLUFUJVCCSOBQTYTYBNZWQUZDXNZDZQFDJWULVLY
PQISCGMADTJWOLGHORERCIUPZIOWSRUKXWHXQHAWNKSYJMVEVZPZWFUWJQFFDCHXOKFSBVYUEWRGAANZXMUQSNTYHWTWPOYGDGPBGOFNSKSTHVISUSCII, STLVFJPDGWMZROJKRUHUFLXSCLRZVUXNAZKATKDZQNVBMPYHYCSCZIXZMTIIGFKARNIVEYBXHZUJDDQCAPXTVQWBKZWZSRBJGJSEJRIQVNVWKYLVXVFLL
KBLGDAXKLXFPNQNZXKZQUHXUZTIOOETEDQKQWLVMIQZDJVVIBJOHWUSVNZLGMRNVKKPDIPJA, HYIDAXUHIUCMKNKWUHWNREURWQFLLBQBANHNTISJFNWAGSSFYGLETRPSKWIDJOKSHHMAFMGX
CDMGWIKAYLABQSCOJWKXTIXFTLDNVGDESNGPZIMPVALFIOEGSCPFPOEAJ, CDMGWIKAYLABQSCOJWKXTIXFTLDNVGDESNGPZIMPVALFIOEGSCPFPOEAJ
SCTSVAOENJSEIENBOVJTGJBXJRLFAWMDSSZEICIJIFJNTZRXVNNRPUIMPRSRYB, OYPORWKAJFOAEAJXKRFPCFXTFNHBWSIZOOVAEYEFEBFJPVNTRJJNLQEILNONUX
NXWKNHTQACXNRVCKRFBCKXOXVHBZEWXQBDKJRLUJYLMRNNWEEJLHQRNSVUVRCZVLLGDCVEJYPZGMUVEHOLGOKEBSHLWOKRRJHELOYNLCNCSDTXYWSAEBZUSQ, PZYMPJVSCEZPTXEMTHDEMZQZXJDBGYZSDFMLTNWLANOTPPYGGLNJSTPUXWXTEBXNNIFEXGLARBIOWXGJQNIQMGDUJNYQMTTLJGNQAPNEPEUFVZAYUCGDBWUS
WWVQQKVVDTYRORIAGPBNCOKIBXBZFWXPSJVPNPUKDFXPCRAJBFADSRQRZTEIYVVIFFXKZTX, BBAVVPAAIYDWTWNFLUGSHTPNGCGEKBCUXOAUSUZPIKCUHWFOGKFIXWVWEYJNDAANKKCPEYC
GKPTFVLVZANLVSBGERPUQFULQIXETNIRYGUIU, NRWAMCSCGHUSCZINLYWBXMBSXPELAUPYFNBPB
HXIPSZACLWAVCJFSZDPYJSJB, BRCJMTUWFQUPWDZMTXJSDMDV
HNVPULBYUXREKCNFNAOCQEFUTPG, TZHBGXNKGJDQWOZRZMAOCQRGFBS
XKHRXLJWWRDRTJTXIBOUGSPMRAASKFIHLTVAQHXCFWEJBAYXFFMZQEWDOVYJGQRPF, FSPZFTREEZLZBRBFQJWCOAXUZIIASNQPTBDIYPFKNEMRJIGFNNUHYMELWDGROYZXN
FTAZSUDJFQYPTXFBUTJOHPRTYMZSEOOPBAOSFMMQHUXEKUYLUOMGIYKYIONAABOQCPPNCZIOZKNRN, ZNUTMOXDZKSJNRZVONDIBJLNSGTMYIIJVUIMZGGKBORYEOSFOIGACSESCIHUUVIKWJJHWTCITEHLH
CXERGVKUSSEDMLATMNWRBWRAVEWBVGNBXCVMODFZDNSKFVNACOEACFAFHXEPEMKZLLXRBUMMLQPQTYWYN, EZGTIXMWUUGFONCVOPYTDYTCXGYDXIPDZEXOQFHBFPUMHXPCEQGCEHCHJZGRGOMBNNZTDWOONSRSVAYAP
BITUOWVCGDKPSCWVWMVCMMBLAUCQYIXOLWYKNMLDH, XEPQKSRYCZGLOYSRSIRYIIXHWQYMUETKHSUGJIHZD
OYVYZWMYOQHVIIWYLLNDKYZXXNCDXXUMJHUCNZTAWPSUVPDPULNSFIQZGGVMPSDUDXFXNCRYPYMKJMDBELLMCXZRVKUTDWKBHDDULTGH, UEBEFCSEUWNBOOCERRTJQEFDDTIJDDASPNAITFZGCVYABVJVARTYLOWFMMBSVYJAJDLDTIXEVESQPSJHKRRSIDFXBQAZJCQHNJJARZMN
ZSIJEHEIDXMYCJECTLIWUVIYRJIAXMYGTBFVZSLOJWPXGWKBZMPTZWLEYCGKBFLMJPSXKLRXRPOQCRBBWWIVAVMCVDCQFZBOFLWPMBMOMZMFNDDBJOMGWGHQD, KDTUPSPTOIXJNUPNEWTHFGTJCUTLIXJREMQGKDWZUHAIRHVMKXAEKHWPJNRVMQWXUADIVWCICAZBNCMMHHTGLGXNGONBQKMZQWHAXMXZXKXQYOOMUZXRHRSBO
EXQJBILJPVIXRDYLCPPEPMTQYWHBIYMWTMPTQILICANIRSULEADZEHXILRCIEPGGPXMOAVWSFPNFAJTNINTLSUOJBVIFILPDNGAXLRBMWV, JCVOGNQOUANCWIDQHUUJURYVDBMGNDRBYRUYVNQNHFSNWXZQJFIEJMCNQWHNJULLUCRTFABXKUSKFOYSNSYQXZTOGANKNQUISLFCQWGRBA
NJTTDBOHAWQPN, UQAAKIVOHDXWU
CMIMJHHSZPRWUYAGHEZVKTSXWMNPIUVRZGPNYSRATPLGQVMIKCHPIYKNKQKCDUGSRKJG, WGCGDBBMTJLQOSUABYTPENMRQGHJCOPLTAJHSMLUNJFAKPGCEWBJCSEHEKEWXOAMLEDA
EKIPTLFMVSWYKDXJLQZUQBJVYWDDRABZBOVXOPWCYWSWPEIKPTYVLWLZBHQEHGYECBTOWPHMTGNJQTWXJJRAHGX, OUSZDVPWFCGIUNHTVAJEALTFIGNNBKLJLYFHYZGMIGCGZOSUZDIFVGVJLRAORQIOMLDYGZRWDQXTADGHTTBKRQH
DZMJOKKZDRUIZMQECWRCNGRNYVEBDZMDKB, UQDAFBBQUILZQDHVTNITEXIEPMVSUQDUBS
RTQDWWXQLJISCUHTCNWUNEEBNYAXQRLIZPHPJGJJWECZBKKPVUYLAIJKQPKFNIFFESDUMJVDAMGWBIZHEWKZRFBJMZJQJOMZNXFHTPQY, WYVIBBCVQONXHZMYHSBZSJJGSDFCVWQNEUMUOLOOBJHEGPPUAZDQFNOPVUPKSNKKJXIZROAIFRLBGNEMJBPEWKGOREOVOTRESCKMYUVD
UWFKWWSSKNWPIYIKMPPZROGRMIHJXHCWQNTSZMTBVLMNEMHCHDKTOFUJBRRYKHWGCQDBYWDHBXSPFDCGRRSXKAFDNXXLHEI, VXGLXXTTLOXQJZJLNQQASPHSNJIKYIDXROUTANUCWMNOFNIDIELUPGVKCSSZLIXHDRECZXEICYTQGEDHSSTYLBGEOYYMIFJ
FUIPETWV, FUIPETWV
XTSBIUYSEIDDMSFPFGIDRRXYGCBFCLLCJXUMWIPSKAVOCULBTBGNTVYJTSNHTZYMHRLCIPVFXTLNWUKLAASHEIOVDFISI, BXWFMYCWIMHHQWJTJKMHVVBCKGFJGPPGNBYQAMTWOEZSGYPFXFKRXZCNXWRLXDCQLVPGMTZJBXPRAYOPEEWLIMSZHJMWM
NSNOMKAJKICAEDUAJYSECJKMCJW, HMHIGEUDECWUYXOUDSMYWDEGWDQ
TYAUWOFLHANREIAHMUYQAULOHVYZHIFPHDWGHSFBSCIXIWRNIJNSROXGKPCXLSSZDZ, VACWYQHNJCPTGKCJOWASCWNQJXABJKHRJFYIJUHDUEKZKYTPKLPUTQZIMREZNUUBFB
ABYUZWGSBMUZMZWIJOZKIEDWGUEGDKEILREPWKOWPIYJDHG, ZAXTYVFRALTYLYVHINYJHDCVFTDFCJDHKQDOVJNVOHXICGF
ATGKSPPXVOCKICOCLCRXYZZCEMKBLH, QJWAIFFNLESAYSESBSHNOPPSUCARBX
QPJTMXXMHDVHEEBQSXASQCFQYQRXZOSACTUDJBVHXDSGDFFOFTATEQXVMNGRNEACOXPJLRTCUDWPGAFPMMNIMSCTPMZYPBZFMUDM, QPJTMXXMHDVHEEBQSXASQCFQYQRXZOSACTUDJBVHXDSGDFFOFTATEQXVMNGRNEACOXPJLRTCUDWPGAFPMMNIMSCTPMZYPBZFMUDM
LWRLRSEXAWHTITTFKYUNLLJCHTZONDVLXUBGSKGKCSLRUXDRTGCMNLJINRBCZJJUJQURSVXJCYOWHEJJZJZDETELWOAUSXWLM, LWRLRSEXAWHTITTFKYUNLLJCHTZONDVLXUBGSKGKCSLRUXDRTGCMNLJINRBCZJJUJQURSVXJCYOWHEJJZJZDETELWOAUSXWLM
ZTHDHIAYEZLEGJGMWAGIUGFJVLCTSYNTFO, CWKGKLDBHCOHJMJPZDJLXJIMYOFWVBQWIR
XNKDKAOTKYFERFGVYDFDPBRPVDVGDDXWDIBVYCZUUFXMWKMWXOQTPRPSALXGJPQAIYCPUVBNYOAWABPPUHBEIZ, MCZSZPDIZNUTGUVKNSUSEQGEKSKVSSMLSXQKNROJJUMBLZBLMDFIEGEHPAMVYEFPXNREJKQCNDPLPQEEJWQTXO
NNDVTSASESTIPEMXWVASFEKBETYBQEUNWUYGNJTBPBGZHQJOWROEOSLUPSPIIKJEVH, VVLDBAIAMABQXMUFEDIANMSJMBGJYMCVECGOVRBJXJOHPYRWEZWMWATCXAXQQSRMDP
RJMEUIJTIHBYDAWWRBVAJONUOKBOMBLECRIYAPCIHTDSQJMFCKLXHUPOVSVSOOCCCWSDRBKUVKISSXYMISNZDJGTDXPVBUNO, WORJZNOYNMGDIFBBWGAFOTSZTPGTRGQJHWNDFUHNMYIXVORKHPQCMZUTAXAXTTHHHBXIWGPZAPNXXCDRNXSEIOLYICUAGZST
