Cattle Speech,You can understand the lowing of cattle and similar animals as its own language.
Cauldron,"You can brew magic in your cauldron, creating useful magical concoctions."
Cel Rau,"You are a cel rau, child of a strigoi, one of the first vampires to walk Golarion."
Celestial Eyes,You can see through darkness.
Celestial Lore,"You were raised with an aasimar or celestial relative, or you've devoted yourself to researching the secrets of the celestial realms."
Centaur Lore,You've learned how to nurture your environment and to care for your people.
Centaur Weapon Familiarity,"You've trained in the weapons favored by your people, becoming a skilled archer and jouster."
Ceremony of Protection,You manipulate your exoskeleton to overlap itself.
Ceremony of the Evened Hand,"You have cultivated your exoskeleton's form for close combat, using knots, whorls, and reinforced branches."
Chance Death,"Your previous life ended due to sheer poor luck, struck by lightning or choking on a fish bone."
Changeling Lore,"All too aware of your true nature, you’ve studied hags and their powers."
Charlatan,You’ve learned to mimic the abilities of spellcasters by studying their flourishes and words
Charmed Sleep,"When you sleep, you turn into an inanimate object a little smaller than a human’s thumb—easily overlooked and carried."
Charming Liar,Improve a target’s attitude with your lies
Cheek Pouches,"Your cheeks are stretchy, and you can store up to four items of light Bulk or less in these cheek pouches."
Childlike Plant,You’re adept at hiding your plantlike features to pass as a human.
Cindersoul,"The fire of your elemental ancestor manifests like dying embers of a blaze, and your inner charcoal helps staunch bleeding, purify simple poisons, and absorb acid."
City Scavenger,You know that the greatest treasures often look like refuse.
Civil Service,Citizens bolster vacant leadership roles
Clan Lore,Your identity as a member of your clan is as central to your sense of self as your dwarven ancestry.
Clan Pistol,"Raised in the ancient halls of Dongun Hold or the surrounding region, you display your lineage with a clan pistol, rather than a clan dagger."
Clan's Edge,"By moving your clan dagger with rapid precision, you can protect yourself more effectively."
Cleansing Subroutine,Your nanites help purge your body of harmful chemicals and toxins.
Climbing Tail,Your tail makes it much easier for you to climb.
Clone-Risen,You were formed from a clone ritual or alchemical experiment.
Cold Minded,The subtle strands of beguiling magic leave little impression on your mind.
Collapse,"You collapse into a pile of bones, mitigating the worst of the damage you would have taken, and the triggering attack deals only the amount it would deal on a hit (typically full damage instead of double damage)."
Combat Assessment,You make a telegraphed attack to learn about your foe.
Combat Climber,Fight more effectively as you Climb
Community Knowledge,"You commune with the psychic echoes of your ancestors and community, channeling their experiences into yourself."
Community-Minded,"You are familiar with all the members of your community and their typical movements, and you have learned how to apply these patterns outside those circles."
Concealing Legerdemain,"Rather than hide an object somewhere the inspectors won't search, you're skilled at keeping the object on the move so it's never where they look."
Conrasu Lore,You have learned about your history and your people from shapers.
Conrasu Weapon Familiarity,"You have taken it upon yourself to learn the ways of combat to aid with your tasks, perhaps in a role as a corrector."
Consult the Stars,You find wisdom in the movements of the heavens.
Contract Negotiator,Your experience with bargaining and deciding terms as part of Highhelm's guilds helps you make deals in other situations.
Cooperative Leadership,Leaders gain increased bonuses to aid each other
Cooperative Nature,The short human life span lends perspective and has taught you from a young age to set aside differences and work with others to achieve greatness.
Coral Symbiotes,You've tended to your coral jewelry so well that you have formed a symbiotic relationship with it.
Corgi Mount,"The smallest of fey have ridden corgis as mounts since time immemorial, leading to a pattern on corgis' backs called a “faerie saddle."
Counter Thought,"When a foe Casts a Spell that has the mental trait and you can see its manifestations, you can use your own mental magic to disrupt it."
Counterspell,"When a foe Casts a Spell and you can see its manifestations, you can use your magic to disrupt it."
Courteous Comeback,"You grew up in the proud Padishah Empire, where even insults have a certain poetic wit."
Courtly Graces,Get along in noble society
Cover Fire,You lay down suppressive fire to protect allies by forcing foes to take cover from your wild attacks.
Crafter's Appraisal,Your knowledge of items' construction allows you to discern their magical effects as well.
Crane Stance,Your arms flutter like a crane's wings.
Crawling Form,You can transform into a small animal or celestial creature to scurry and spy.
Creative Prodigy,"You have a powerful creative drive, useful for prevarication and performance."
Cringe,"With pitiful posturing, you cause your foe to pull back a deadly attack."
Critter Shape,"Once per hour, you can use Change Shape to enter a critter shape."
Croak Talker,You can communicate with the simplest of frogs and other similar creatures using longwinded croaks.
Crocodile's Twin,"Your egg contained your twin, a crocodile."
Crossbow Ace,Your deep understanding of the crossbow allows you to reload efficiently while moving yourself out of the line of return fire.
Crossbow Crack Shot,You have a deep understanding of the crossbow.
Crown of Bone,"When you came of age, you were blessed by the Mother Earth with a thickened skull, which was celebrated as an auspicious sign among your community."
Crunch,Your jaws can crush bone and bite through armor.
Crush Dissent,Quell Dissent more efficiently
Crystal Healing,You know how to stimulate a body's natural healing abilities through the application of resonant crystals.
Crystal Luminescence,"Your horn glows with bioluminescent color, casting bright light in a 20-foot emanation (and dim light for the next 20 feet)."
Cynical,You've been approached with suspicion and distrust throughout your life and return these sentiments back to the strangers you encounter.
Dance of the Mousedeer,"You move your body in a pattern that evokes the small and clever Sister Mousedeer, misdirecting enemies and filling their vision with shadows to hide behind."
Deadly Simplicity,"When you are wielding your deity’s favored weapon, increase the damage die size of that weapon by one step."
Deceptive Worship,Members of your cult frequently pass themselves off as worshippers of other religions.
Deepvision,Your vision is suited for night or the underground.
Defensive Advance,"With the protection of your shield, you dive into battle! You Raise your Shield and Stride."
Deflecting Wave,A cascade of water blunts or disperses the incoming attack.
Deity's Domain,You embody an aspect of your deity.
Deliberate Death,"Once, you died because someone—murderer, monster, or soldier— chose to strike you down."
Demonbane Warrior,You gain a +1 circumstance bonus to damage with weapons and unarmed attacks against demons.
Desperate Prayer,You call out to your deity in a plea for their aid.
Devil's Advocate,You know more about the habits of devils than is entirely safe.
Diehard,"Die at dying 5, rather than dying 4"
Different Worlds,"Create a second identity for yourself with a different name, history, and background."
Dig Quickly,Your hands work as effectively as shovels when you need to dig a quick hole.
Dirty Trick,"You hook a foe's bootlaces together, pull their hat over their eyes, loosen their belt, or otherwise confound their mobility through an underhanded tactic."
Disarming Flair,You knock weapons from the hands of your foes with style.
Distracting Shadows,You have learned to remain hidden by using larger folk as a distraction to avoid drawing attention to yourself.
Diverse Lore,Your wandering studies mean you've heard rumors or theories about almost every topic...
Divine Castigation,Your deity’s grace doesn’t extend to your sworn enemies.
Divine Disharmony,"From your collection of religious trinkets, you pull out opposing divine objects—such as the religious symbols of two deities that are hated enemies—and combine them in a display that causes discordant clashes of divine energy that are especially distracting to the faithful."
Divine Dragonblood,"You can trace your lineage to a dragon with almost deific powers, such as a diabolic dragon or empyreal dragon."
Dokkaebi Fire,You can create illusory wisps of ghostly blue flame.
Domain Initiate,Your deity bestows a special spell related to their powers.
Dongun Education,You're knowledgeable in trades that are important to your people's survival and commercial interests.
Double Slice,You lash out at your foe with both weapons.
Draconic Arrogance,Few can sway you from your goals while the fury of combat fills you.
Draconic Aspect,"You have an obvious draconic feature, such as sharp claws, a snout full of sharp teeth, or strong reptilian tail, that you can use offensively."
Draconic Resistance,Draconic magic safeguards you against harm.
Draconic Sight,You have a fraction of the senses of your draconic forebear.
Draconic Sycophant,"You have an affect that dragonkind find unusually pleasing—and when that fails, you know when to duck."
Dragon Lore,"You've set your mind on learning more about your ancestor and their kin, and perhaps you were even raised by a dragon parent."
Dragon Spit,"Many Tian-Dan claim to have dragon blood in their veins, and in your case, this is true—you can spit energy, and you might have an especially visible sign of your draconic heritage."
Dragon Stance,You enter the stance of a dragon and make powerful leg strikes like a lashing dragon's tail.
Dragon's Presence,"As kin to dragonkind, you project unflappable confidence (that collapses catastrophically against the deadliest foes)."
Dream May,"You are the child of a cuckoo hag, making one of your eyes violet or even black."
Dual Studies,You and your eidolon have some skills you practice on your own.
Dual-Weapon Reload (Gunslinger),You carry your ammunition in a way that allows you to reload while holding two weapons.
Dualborn,"Your suli heritage can be traced back to two geniekin ancestors of opposing elements, or to an elemental ancestor that embodied two combined elements."
Dubious Knowledge,Learn true and erroneous knowledge on failed check
Duskwalker Lore,"You either found another duskwalker who taught you the secrets of your kind, or you managed to research your unusual heritage."
Duskwalker Weapon Familiarity,"You have familiarity with the bo staff, longbow, composite longbow, scythe, and staff"
Dustsoul,"Your earth elemental ancestor's influence manifests in you as dust and dirt, like the soil of a field or the hot desert sands."
Dwarven Doughtiness,You are naturally calm and collected in the face of imminent danger.
Dwarven Lore,"You eagerly absorbed the old stories and traditions of your ancestors, your gods, and your people."
Dwarven Weapon Familiarity,"Your kin have instilled in you an affinity for hard-hitting weapons, and you prefer these to more elegant arms."
Earned Glory,"Elves often struggle with underestimating aiuvarins, and you are experienced at telling stories of your accomplishments to gain their respect."
Eidetic Ear,You have an amazing memory for sound.
Elegant Buckler,You've learned a flexible way to position your buckler to provide more protection.
Elemental Assault,You shroud your arms and held weapons in elemental magic.
Elemental Embellish,You can summon a harmless but impressive elemental display.
Elemental Eyes,You can see in the darkness as easily as an elemental.
Elemental Familiar (Kineticist),A small creature made of elemental matter springs forth from your kinetic gate.
Elemental Lore,You've devoted yourself to researching the secrets of the Inner Sphere.
Elemental Trade,You have a strong connection with stone and metal.
Elemental Wrath,You are so attuned to the land that you can call forth a bolt of energy from your surroundings.
Elf Atavism,"Your elven blood runs particularly strong, granting you features far more elven than those of a typical aiuvarin."
Eliminate Red Herrings,You have a keen sense for avoiding spurious lines of inquiry.
Elucidating Vision,"Your eyes have seen many things in your past lives, and your sight seems to have grown more powerful over your lifetimes."
Elven Aloofness,"As much as you might care for them, you've come to terms with the ephemeral nature of non-elves, and it makes their threats feel less troublesome."
Elven Lore,"You've studied traditional elven arts, learning about arcane magic and the world around you."
Elven Verve,"While all elves are immune to the paralyzing touch of ghouls, you can shake off flesh-numbing magic of all kinds."
Elven Weapon Familiarity,You favor bows and other elegant weapons.
Elver Pet,Athamarus have bonded with eels more closely than any other fish.
Ember's Eyes,Your eyes blaze with inner flame.
Emberkin,A peri's roaring spirit burns in your soul.
Embodied Legionary Subjectivity,"Nex's Fleshforges shaped you not to achieve individual greatness at arms, but rather to become a part of a legion, a modular piece integral to the combined arms stratagems of Nexian battlemages."
Emit Defensive Odor,"While athamarus' natural pheromones are typically used for communication, you have developed yours into a defense mechanism to ward off foes."
Emotional Partitions,You have created strong mental partitions in your mind to filter out negative emotional influences.
Emotionless,Your malfunctioning emotional processors make it difficult for you to feel strong emotions.
Empathetic Plea,The way you cringe or use those puppydog eyes you've been practicing elicits an empathetic response in the attacker.
Energy Beam,You can channel your core's power through the magical gem that serves as your eye.
Energy Heart,Your eidolon's heart beats with energy.
Esteemed Visitor,Your polite manners and natural ability to comfort others make it easy for you to break down cultural barriers and earn strangers’ trust.
Eternal Torch,"You open a connection to your kinetic gate, large enough for a torch flame to flow."
Evanescent Wings,You've manifested wings that can flutter for brief spurts.
Everstand Stance,"You brace your shield with both hands, enhancing its potential for both offense and defense."
Everyday Form,"There’s nothing better than being a tanuki, but sometimes you need a less conspicuous form when going into the big city or other crowded places."
Exacting Strike,"You make a controlled follow-up attack, fully accounting for your momentum."
Expanded Senses,Your eidolon evolves more acute senses.
Experienced Professional,Prevent critical failures when Earning Income
Experienced Smuggler,Conceal items from observers more effectively
Experienced Tracker,Track at your full Speed at a –5 penalty
Explosive Leap,You aim an explosion from your innovation downward to launch yourself into the air.
Explosive Savant,A lifetime wielding firearms and explosive ordinance amid the chaos of battle has granted you great skill with volatile weapons.
Express Rider,You can encourage your mount to cover ground quickly.
Extend Boost,You can increase the duration of your eidolon's boosts.
Extended Kinesis,You've refined the control you can exert over your elements.
Extra Squishy,Your rubbery physique makes it easier for you to wedge yourself into tight spaces and more difficult for your enemies to dislodge you.
Extravagant Parry,You use one-handed weapons to parry with style.
Eye for Masonry,Your familiarity with architecture allows you to easily spot subtle stonework.
Eye for Numbers,You've learned to quickly estimate the number of items in a group with relative accuracy at only a glance.
Eye for Treasure,You know good artisanship when you see it and can wax poetic about crafting techniques and forms.
Eyes of Night,You can see in the darkness as easily as a true vampire.
Faithful Steed,You gain the service of a young animal companion as a mount.
False Faith,Droskar knows you may need to disguise yourself in societies that oppose your faith.
Familiar,You make a pact with a creature that serves you and assists your spellcasting.
Fang Sharpener,"You have filed your teeth into jagged points and have an unusually powerful jaw, making your mouth a dangerous weapon."
Fangs,"Your incisors have grown into true fangs: long, sharp, and well-suited to drawing blood."
Far Lobber,You've learned how to throw a longer distance.
Fascinated by Society,"Just as some humanoids find themselves driven to study nature, you are obsessed with the artificial constructs of society and can't get enough."
Fascinating Performance,Perform to fascinate observers
Fast Recovery,"Regain more HP from rest, recover faster from disease"
Faultspawn,"You bear a grudge, inherited from a blasphemous asura forebear in your bloodline, against a particular deity and their works."
Feather Step,Step into difficult terrain
Ferrousoul,"The elemental metal in your soul resonates strongly with iron, bronze, and other sturdy, practical metals suitable for weaponry."
Fetchling Lore,You've learned obscure lessons about your fellow fetchlings.
Fey Cantrips,You've learned the cantrips sprites have used since time immemorial.
Fey Fellowship,Your enhanced fey connection (either through your blood or via prolonged contact with their kind) affords you a warmer reception from creatures of the First World as well as tools to foil their tricks or withstand their magic.
Fiendish Eyes,You can see in the darkness as easily as a fiend.
Fiendish Lore,"You were raised by a tiefling or a fiendish relative, or you've devoted yourself to researching the secrets of the fiendish realms."
Fire Lung,A lifetime of proximity to flames has inured your lungs and eyes to smoke.
Fire Savvy,You've grown up around a forge and are well-suited to dealing with smoke and flame.
First World Magic,"Your connection to the First World grants you a primal innate spell, much like those of the fey."
Fisheye,You can gain the magic of the seas by eating your favorite seafood.
Flash Forge,An artificial metal object forms in the hands of you or a willing ally within 30 feet.
Flashy Dodge,"You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack."
Fledgling Flight,You can fly through the air in short bursts at half your land Speed.
Fleet,Increase your Speed by 5 feet
Flexible Form,"Your body is as supple as a sapling, capable of bending without breaking."
Flexible Studies,You've collected a cross-section of information on various disciplines you can refer to when preparing for various tasks.
Flying Blade,You apply your flashy techniques to thrown weapons as easily as melee attacks.
Flying Flame,"A Tiny shape of flame appears, taking a form of your choice— such as a bird, an arrow, or a simple sphere."
Focused Fascination,"When you use Fascinating Performance in a combat encounter, you need only a success, rather than a critical success, to fascinate your target."
Folk Healer,"Your community recognizes you as a shaman or other animist, a status you obtained through lineage, apprenticeship, or a supernatural event."
Folksy Patter,You are adept at disguising coded messages as folksy idioms.
Forager,Forage for supplies to provide for multiple creatures
Forensic Acumen,"You understand principles of forensic medicine, making you better at examining a body to determine the cause of death or injury."
Foretell Harm,Your magic echoes ominously as you glimpse injury in the target's future.
Forge-Day's Rest,Your unusual rest cycle allows you to recover faster.
Forlorn,Watching your friends age and die fills you with moroseness that protects you against harmful emotions.
Fortified Fiefs,"Gain bonuses to Fortify, and Construct or Rebuild certain buildings easier"
Four Winds,Mimicking the anemoi—monarchs of the four winds—you propel four creatures.
Foxfire,A crack of your tail sparks wisps of blue energy.
Fresh Produce,"You grow a nourishing nut, vegetable, seed, or fruit."
Friendly Nudge,"You don't always have time to wait for your allies to make room, so it's best to politely move them yourself."
Fumesoul,"The air inside you asserts itself as a toxic miasma, inuring you to most poisons."
Ganzi Gaze,You have unusual sensory abilities passed down from your chaotic forebears.
Gemsoul,"The earth inside you asserts itself as crystallized gemstones or metals, like a cluster of quartz or veins of iron and gold."
General Training,Your adaptability manifests in your mastery of a range of useful abilities.
Genie Weapon Familiarity,You've trained with weapons used by your genie ancestors.
Geologic Attunement,"You tune to the earth and stone around you, extending your senses through it in rippling waves."
Ghoran Lore,"The very first memories ghorans have are those of their creation, and even after thousands of years, those memories have never faded for you."
Ghoran Weapon Familiarity,"Over the course of your long, long existence, you've had a chance to practice with traditional ghoran weapons."
Ghost Hunter,Your connection to the Boneyard ensures that your blows strike true against spectral beings.
Gildedsoul,Your elemental lineage manifests in the polished gleam of precious metals.
Glean Contents,You are adept at quickly scanning loose papers and carefully discerning the contents of sealed letters without damaging the seal.
Glean Lore,"You tap into the collected lore of the divine, accessing a variety of potentially useful information."
Glider Form,"Your eidolon evolves wings, a buoyant body, or some other means to control descent."
Gloomseer,"Gloom holds few terrors for you, and the pall of darkness over Nidal has made you comfortable in dim light."
Gnome Obsession,"You might have a flighty nature, but when a topic captures your attention, you dive into it headfirst."
Gnome Polyglot,"Your extensive travels, curiosity, and love of learning help you to learn languages quickly."
Gnome Weapon Familiarity,"You favor unusual weapons tied to your people, such as blades with curved and peculiar shapes."
Goading Feint,Your tricks make foes overextend their attacks.
Goblin Lore,You've picked up skills and tales from your goblin community.
Goblin Scuttle,You take advantage of your ally's movement to adjust your position.
Goblin Song,"You sing annoying goblin songs, distracting your foes with silly and repetitive lyrics."
Goblin Weapon Familiarity,"Others might look upon them with disdain, but you know that the weapons of your people are as effective as they are sharp."
Goloma Courage,The most important thing you've learned living with fear is how to overcome it.
Goloma Lore,You lived an insulated life focused on avoiding danger.
Gorilla Stance,"You lower yourself to the ground and take an imposing, knuckle-walking stance."
Grasping Reach,You can extend a tangle of vines or tendrils to support your arms and extend your reach.
Gravesight,You can see in the darkness as easily as a psychopomp.
Grim Insight,Others’ attempts to scare you often grant you insights about your would-be bullies that you can then exploit.
Grimspawn,"Your lineage traces back to a daemon, one of the manifestations of horrific forms of death that devour souls within their foul home of Abaddon."
Grippli Lore,You are well versed in grippli culture and tactics.
Group Coercion,Coerce multiple targets simultaneously
Group Impression,Make an Impression on multiple targets more easily
Grove-Harbored,You are accustomed to exploring thick woodlands and defending yourself against the attacks of magical plants.
Hag Claws,"When you came of age, your fingernails grew long and sharp."
Hag's Sight,"You’ve nurtured the supernatural abilities gifted by your hag mother, particularly your sight."
Hail of Splinters,A fusillade of jagged splinters flies from you.
Halfling Lore,"You've dutifully learned how to keep your balance and how to stick to the shadows where it's safe, important skills passed down through generations of halfling tradition."
Halfling Luck,"Your happy-go-lucky nature makes it seem like misfortune avoids you, and to an extent, that might even be true."
Halfling Weapon Familiarity,"You favor traditional halfling weapons, so you've learned how to use them more effectively."
Halo,You have a halo of light and goodness that sheds light with the effects of a divine _light_ cantrip.
Handy with Your Paws,You can easily craft objects.
Haphazard Repair,"You quickly fix your innovation, at the cost of its stability."
Hard Tail,"Your tail is much stronger than most, and you can lash out with it with the strength of a whip."
Hard to Fool,You're accustomed to seeing through shifting darkness and bewildering magic.
Hardwood Armor,Wood and bark grow over your body like armor.
Harming Hands,The mordant power of your void energy grows.
Harmless Doll,"You look like nothing more than an ordinary toy, doll, or statuette, and you can fool others with your innocuous appearance."
Harmlessly Cute,Your size and demeanor make it easy for you to convince others that you mean no harm.
Haughty Obstinacy,Your powerful ego makes it harder for others to order you around.
Haunt Ingenuity,"Your cunning knowledge grants you the ability to notice the emotional echo of a soul that passed on, leaving a haunt in its wake."
Healing Hands,Your vitality is even more vibrant and restorative.
Hefty Hauler,Increase your Bulk limits by 2
Hellspawn,"Your lineage descends from devils, conniving schemers of Hell."
Helpful Poppet,You're particularly skilled at helping others with a task.
Hidden Thorn,"Some flowers can hide their thorns, and yours happen to be hidden along your arms."
Hit the Dirt!,You fling yourself out of harm's way.
Hobgoblin Lore,"You've studied traditional hobgoblin exercises and fieldcraft, all of which have a militaristic bent."
Hobgoblin Weapon Familiarity,You gain access to all uncommon weapons with the hobgoblin trait.
Hobnobber,Gather Information rapidly
Hold Mark,You bear scars or tattoos enhanced by the mark of your community’s prowess.
Howling Aspect,"Pulling your hair loose into flames and gnashing your teeth into ragged fangs, you howl a vow of ire, and your form surges to meet the demands of your deadly promise."
Hungry Eyes,Your eyes can see through darkness with an oni’s visual acuity.
Hunted Shot,You take two quick shots against the one you hunt.
Hunter's Defense,Your canny understanding of natural and primal creatures helps you predict and dodge their attacks.
Hydraulic Deflection,"Drawing moisture from the atmosphere, you create a disc of hovering water that deflects attacks."
Hyena Familiar,Hyenas serve kholo as pets and trackers.
Hymn of Healing,"You learn the hymn of healing composition spell, which imbues your music with rich melodies that help your allies recover from harm."
Idyllkin,"Your wild, unique features betray your agathion birthright."
Illusion Sense,"Your ancestors spent their days cloaked and cradled in illusions, and as a result, sensing illusion magic is second nature to you."
Impressive Performance,Make an Impression with Performance
Improvisational Defender,You are always prepared for fights that frequently disrupt seemingly peaceful times.
Improvise Tool,You can jury-rig solutions when you don't have the proper tools on hand.
Incredible Initiative,+2 to initiative rolls
Inherit the Dreaming Heirloom,"Whether you always carried it or perhaps only recently inherited, you have a pusaka— an heirloom containing a spirit who you communicate with in your dreams."
Initiate Warden,"You’ve trained with one of the ranger sects known as wardens, who practice a specialized type of primal magic."
Innate Understanding,Vague connections to the knowledge and prowess of your past help guide you in tasks that this life might not understand.
